transaction_id,user_id,transaction_amount,transaction_time,location,device,merchant_category,payment_method,is_fraud
TXN049455,USER0211,1694.85,2023-01-22 19:56:00,Hyderabad,iOS,Travel,UPI,0
TXN048994,USER0770,6787.08,2023-01-22 20:22:00,Ahmedabad,Android,Retail,Credit Card,0
TXN012868,USER0434,2161.54,2023-01-22 20:27:00,Bangalore,iOS,Utilities,Net Banking,0
TXN016203,USER0278,420.79,2023-01-22 21:12:00,Mumbai,Mac,Electronics,Net Banking,0
TXN015809,USER0164,314.58,2023-01-22 21:23:00,Ahmedabad,Windows,Entertainment,UPI,0
TXN008730,USER0658,1224.03,2023-01-22 21:31:00,Mumbai,Windows,Food,Debit Card,0
TXN044696,USER0187,2598.01,2023-01-22 22:17:00,Kolkata,Windows,Electronics,Debit Card,0
TXN032942,USER0008,2209.16,2023-01-22 22:27:00,Mumbai,iOS,Food,UPI,0
TXN002012,USER0708,5839.88,2023-01-22 22:27:00,Delhi,Android,Utilities,Net Banking,0
TXN023401,USER0232,1579.08,2023-01-22 23:54:00,Pune,Mac,Food,Net Banking,0
TXN014173,USER0934,687.97,2023-01-23 02:12:00,Kolkata,Android,Food,UPI,1
TXN048373,USER0536,3311.68,2023-01-23 02:30:00,Hyderabad,iOS,Entertainment,Net Banking,1
TXN042195,USER0823,7096.67,2023-01-23 03:49:00,Hyderabad,iOS,Retail,Net Banking,0
TXN044062,USER0790,178.1,2023-01-23 04:43:00,Delhi,iOS,Food,UPI,0
TXN036635,USER0329,1568.28,2023-01-23 05:12:00,Ahmedabad,Android,Electronics,Credit Card,0
TXN024941,USER0855,29169.29,2023-01-23 05:31:00,Mumbai,iOS,Travel,Credit Card,1
TXN045974,USER0173,815.52,2023-01-23 06:39:00,Chennai,Android,Retail,Credit Card,0
TXN022354,USER0965,1368.34,2023-01-23 07:02:00,Bangalore,iOS,Retail,UPI,0
TXN004407,USER0146,1787.09,2023-01-23 07:17:00,Mumbai,Android,Electronics,Debit Card,0
TXN030512,USER0615,11025.62,2023-01-23 08:04:00,Ahmedabad,Mac,Retail,UPI,0
TXN045261,USER0301,612.19,2023-01-23 08:13:00,Delhi,Windows,Utilities,Credit Card,0
TXN013662,USER0369,1866.32,2023-01-23 08:14:00,Ahmedabad,Windows,Travel,Credit Card,0
TXN034746,USER0812,883.67,2023-01-23 08:19:00,Kolkata,iOS,Retail,UPI,0
TXN042436,USER0461,7795.76,2023-01-23 08:25:00,Mumbai,Windows,Travel,Debit Card,0
TXN020425,USER0355,1185.92,2023-01-23 08:28:00,Chennai,Mac,Entertainment,UPI,0
TXN045627,USER0710,3705.55,2023-01-23 08:39:00,Ahmedabad,Mac,Utilities,Debit Card,0
TXN036879,USER0392,1961.7,2023-01-23 08:42:00,Kolkata,iOS,Electronics,Net Banking,0
TXN002539,USER0850,543.35,2023-01-23 08:43:00,Mumbai,iOS,Entertainment,UPI,0
TXN014092,USER0245,249.55,2023-01-23 09:06:00,Pune,iOS,Travel,Debit Card,0
TXN029591,USER0797,1071.9,2023-01-23 09:14:00,Ahmedabad,Android,Food,UPI,0
TXN037085,USER0052,946.06,2023-01-23 09:22:00,Chennai,Android,Utilities,UPI,0
TXN020483,USER0681,2068.09,2023-01-23 09:26:00,Kolkata,Android,Food,Net Banking,0
TXN011325,USER0844,1366.99,2023-01-23 09:35:00,Hyderabad,iOS,Food,UPI,0
TXN028699,USER0140,267.1,2023-01-23 09:36:00,Chennai,Windows,Travel,Debit Card,0
TXN043937,USER0323,342.26,2023-01-23 09:47:00,Bangalore,Mac,Entertainment,Credit Card,0
TXN001837,USER0865,52.57,2023-01-23 09:48:00,Bangalore,iOS,Entertainment,Net Banking,0
TXN002126,USER0706,2166.39,2023-01-23 09:50:00,Pune,iOS,Entertainment,Net Banking,0
TXN029499,USER0272,190.4,2023-01-23 09:52:00,Hyderabad,Android,Food,Net Banking,0
TXN037081,USER0414,5420.3,2023-01-23 09:54:00,Bangalore,Windows,Retail,Credit Card,0
TXN014837,USER0146,2417.21,2023-01-23 09:56:00,Mumbai,Android,Travel,UPI,0
TXN047922,USER0315,2584.59,2023-01-23 10:13:00,Hyderabad,Android,Entertainment,Net Banking,0
TXN039201,USER0646,524.93,2023-01-23 10:22:00,Pune,iOS,Electronics,Net Banking,0
TXN012349,USER0798,1440.61,2023-01-23 10:28:00,Bangalore,iOS,Electronics,Debit Card,0
TXN011632,USER0470,588.44,2023-01-23 10:34:00,Ahmedabad,Android,Retail,Credit Card,0
TXN020951,USER0660,900.5,2023-01-23 10:47:00,Bangalore,iOS,Utilities,Net Banking,0
TXN038717,USER0828,606.8,2023-01-23 10:51:00,Ahmedabad,Android,Electronics,Debit Card,0
TXN049952,USER0270,1654.08,2023-01-23 11:00:00,Mumbai,Windows,Electronics,Net Banking,0
TXN034270,USER0117,1049.0,2023-01-23 11:03:00,Delhi,iOS,Travel,Credit Card,0
TXN008191,USER0607,407.66,2023-01-23 11:10:00,Delhi,Android,Retail,Debit Card,0
TXN034326,USER0210,31601.84,2023-01-23 11:11:00,Ahmedabad,Mac,Retail,Debit Card,0
TXN040857,USER0701,707.64,2023-01-23 11:12:00,Delhi,Mac,Utilities,Debit Card,0
TXN045590,USER0236,2187.87,2023-01-23 11:15:00,Pune,Android,Electronics,Debit Card,0
TXN044340,USER0096,182.16,2023-01-23 11:15:00,Ahmedabad,iOS,Entertainment,Net Banking,0
TXN043340,USER0541,1477.79,2023-01-23 11:21:00,Kolkata,iOS,Food,Net Banking,0
TXN010283,USER0556,772.6,2023-01-23 11:43:00,Chennai,iOS,Food,Credit Card,0
TXN019726,USER0939,2052.87,2023-01-23 11:45:00,Kolkata,iOS,Food,Credit Card,0
TXN013864,USER0781,1079.74,2023-01-23 11:45:00,Delhi,Windows,Entertainment,UPI,0
TXN038842,USER0770,6240.0,2023-01-23 11:48:00,Ahmedabad,Android,Entertainment,Debit Card,0
TXN037696,USER0443,118.05,2023-01-23 11:55:00,Chennai,iOS,Electronics,UPI,0
TXN021752,USER0655,9867.21,2023-01-23 11:58:00,Hyderabad,iOS,Food,Debit Card,0
TXN028092,USER0203,2099.13,2023-01-23 12:06:00,Hyderabad,Windows,Entertainment,Credit Card,0
TXN030324,USER0476,616.15,2023-01-23 12:12:00,Kolkata,Windows,Food,Credit Card,0
TXN017568,USER0446,1939.26,2023-01-23 12:13:00,Pune,Windows,Entertainment,Net Banking,0
TXN031278,USER0577,1210.22,2023-01-23 12:16:00,Delhi,Android,Food,UPI,0
TXN017800,USER0045,225.73,2023-01-23 12:24:00,Bangalore,iOS,Electronics,Net Banking,0
TXN043417,USER0868,1674.69,2023-01-23 12:30:00,Ahmedabad,Windows,Utilities,Net Banking,0
TXN008180,USER0017,556.46,2023-01-23 12:31:00,Bangalore,Windows,Food,Net Banking,0
TXN002922,USER0062,778.41,2023-01-23 12:41:00,Kolkata,Mac,Food,Debit Card,0
TXN042951,USER0655,11037.42,2023-01-23 12:43:00,Hyderabad,iOS,Food,Debit Card,0
TXN019735,USER0846,14178.25,2023-01-23 12:52:00,Kolkata,iOS,Electronics,Debit Card,1
TXN006022,USER0105,624.17,2023-01-23 13:01:00,Hyderabad,Mac,Entertainment,Debit Card,0
TXN025100,USER0355,1345.21,2023-01-23 13:06:00,Chennai,Mac,Utilities,UPI,0
TXN009022,USER0188,1054.72,2023-01-23 13:08:00,Delhi,Windows,Food,UPI,0
TXN040981,USER0225,123.32,2023-01-23 13:18:00,Delhi,Windows,Retail,Debit Card,0
TXN036517,USER0401,221.86,2023-01-23 13:19:00,Chennai,Android,Entertainment,UPI,0
TXN025606,USER0143,158.12,2023-01-23 13:19:00,Ahmedabad,Windows,Travel,Debit Card,0
TXN037476,USER0302,580.33,2023-01-23 13:27:00,Hyderabad,Mac,Retail,Credit Card,0
TXN046338,USER0554,762.54,2023-01-23 13:35:00,Delhi,Windows,Electronics,Debit Card,0
TXN018005,USER0105,634.94,2023-01-23 13:47:00,Hyderabad,Mac,Utilities,Credit Card,0
TXN036438,USER0003,1692.33,2023-01-23 13:48:00,Hyderabad,iOS,Food,Credit Card,0
TXN025569,USER0197,589.82,2023-01-23 13:53:00,Pune,Windows,Electronics,Net Banking,0
TXN008863,USER0327,3620.05,2023-01-23 13:58:00,Ahmedabad,iOS,Travel,Debit Card,0
TXN030694,USER0964,1970.96,2023-01-23 13:59:00,Chennai,Mac,Utilities,UPI,0
TXN016820,USER0862,231.93,2023-01-23 14:00:00,Chennai,iOS,Electronics,Net Banking,0
TXN041070,USER0335,2825.39,2023-01-23 14:03:00,Chennai,Mac,Food,Net Banking,0
TXN049145,USER0793,1701.53,2023-01-23 14:03:00,Hyderabad,Windows,Food,Net Banking,0
TXN032879,USER0502,9512.24,2023-01-23 14:08:00,Mumbai,Android,Entertainment,Net Banking,0
TXN028560,USER0830,501.4,2023-01-23 14:09:00,Ahmedabad,iOS,Entertainment,Debit Card,0
TXN020844,USER0115,1243.0,2023-01-23 14:09:00,Ahmedabad,Mac,Travel,UPI,0
TXN026055,USER0496,2089.56,2023-01-23 14:18:00,Kolkata,Android,Retail,UPI,0
TXN023255,USER0123,3311.0,2023-01-23 14:19:00,Chennai,iOS,Electronics,Debit Card,0
TXN021054,USER0925,4051.61,2023-01-23 14:24:00,Pune,Android,Food,Debit Card,0
TXN043769,USER0090,3170.44,2023-01-23 14:27:00,Pune,Mac,Retail,Net Banking,0
TXN011101,USER0230,2743.9,2023-01-23 14:34:00,Pune,iOS,Retail,Net Banking,0
TXN022402,USER0759,514.94,2023-01-23 14:39:00,Pune,Windows,Food,UPI,0
TXN028434,USER0986,159.38,2023-01-23 14:39:00,Pune,Mac,Utilities,UPI,0
TXN034537,USER0058,905.63,2023-01-23 14:42:00,Bangalore,Android,Travel,UPI,0
TXN033230,USER0193,1082.7,2023-01-23 14:42:00,Pune,iOS,Entertainment,Debit Card,0
TXN013465,USER0966,2930.19,2023-01-23 14:43:00,Pune,Windows,Electronics,Debit Card,0
TXN000526,USER0303,2265.15,2023-01-23 14:44:00,Hyderabad,Windows,Food,Net Banking,0
TXN020393,USER0217,514.99,2023-01-23 14:47:00,Bangalore,Mac,Electronics,Debit Card,0
TXN013538,USER0896,1839.58,2023-01-23 14:48:00,Mumbai,iOS,Food,Debit Card,0
TXN038925,USER0321,1273.74,2023-01-23 14:49:00,Bangalore,Mac,Electronics,UPI,0
TXN002624,USER0281,906.18,2023-01-23 14:58:00,Ahmedabad,iOS,Utilities,Net Banking,0
TXN005165,USER0874,589.87,2023-01-23 14:59:00,Ahmedabad,Mac,Retail,Debit Card,0
TXN024708,USER0420,573.6,2023-01-23 15:03:00,Chennai,Windows,Entertainment,UPI,0
TXN021105,USER0059,1664.89,2023-01-23 15:14:00,Chennai,iOS,Electronics,Credit Card,0
TXN009971,USER0130,989.68,2023-01-23 15:14:00,Delhi,iOS,Utilities,Net Banking,0
TXN045334,USER0440,1050.07,2023-01-23 15:14:00,Kolkata,Windows,Entertainment,UPI,0
TXN016852,USER0835,905.72,2023-01-23 15:20:00,Mumbai,Android,Travel,Credit Card,0
TXN010667,USER0954,4858.04,2023-01-23 15:23:00,Bangalore,Mac,Retail,Credit Card,0
TXN004794,USER0032,7495.91,2023-01-23 15:23:00,Bangalore,Mac,Food,Net Banking,0
TXN020950,USER0218,893.58,2023-01-23 15:26:00,Pune,Mac,Utilities,UPI,0
TXN017427,USER0011,632.58,2023-01-23 15:30:00,Mumbai,iOS,Food,UPI,0
TXN002036,USER0911,862.58,2023-01-23 15:33:00,Chennai,Android,Entertainment,Credit Card,0
TXN024241,USER0252,1417.02,2023-01-23 15:39:00,Pune,Windows,Utilities,Debit Card,0
TXN031328,USER0763,10919.59,2023-01-23 15:45:00,Pune,Android,Retail,Net Banking,0
TXN044723,USER0595,4528.54,2023-01-23 15:48:00,Pune,Mac,Travel,Debit Card,0
TXN027987,USER0837,1327.85,2023-01-23 15:49:00,Chennai,Windows,Electronics,Debit Card,0
TXN042532,USER0584,8594.71,2023-01-23 15:55:00,Hyderabad,iOS,Entertainment,UPI,0
TXN024593,USER0724,2198.77,2023-01-23 15:58:00,Ahmedabad,Windows,Electronics,Credit Card,0
TXN002100,USER0533,1155.46,2023-01-23 16:00:00,Chennai,Android,Travel,Credit Card,0
TXN014759,USER0760,2369.2,2023-01-23 16:01:00,Chennai,iOS,Electronics,Credit Card,0
TXN028107,USER0656,1425.72,2023-01-23 16:23:00,Bangalore,Android,Utilities,Credit Card,0
TXN039032,USER0137,222.27,2023-01-23 16:29:00,Delhi,iOS,Entertainment,Net Banking,0
TXN008578,USER0367,1684.29,2023-01-23 16:31:00,Bangalore,Mac,Electronics,Credit Card,0
TXN028210,USER0310,457.08,2023-01-23 16:33:00,Hyderabad,Windows,Food,Debit Card,0
TXN039865,USER0333,868.54,2023-01-23 16:34:00,Delhi,Mac,Utilities,UPI,0
TXN026380,USER0876,6501.9,2023-01-23 16:50:00,Ahmedabad,Windows,Entertainment,Credit Card,0
TXN016775,USER0560,776.25,2023-01-23 16:54:00,Chennai,Windows,Utilities,Credit Card,0
TXN012335,USER0435,4451.66,2023-01-23 16:56:00,Pune,iOS,Electronics,Debit Card,0
TXN045032,USER0467,1422.49,2023-01-23 17:01:00,Mumbai,Windows,Utilities,Debit Card,0
TXN043424,USER0284,281.86,2023-01-23 17:16:00,Ahmedabad,Mac,Food,Debit Card,0
TXN008246,USER0907,461.15,2023-01-23 17:17:00,Mumbai,iOS,Retail,Debit Card,0
TXN019583,USER0674,639.89,2023-01-23 17:19:00,Hyderabad,Windows,Electronics,Debit Card,0
TXN012916,USER0799,651.27,2023-01-23 17:23:00,Bangalore,Windows,Travel,Credit Card,0
TXN000164,USER0120,1008.45,2023-01-23 17:35:00,Delhi,iOS,Travel,UPI,0
TXN014254,USER0366,907.63,2023-01-23 17:48:00,Ahmedabad,Windows,Food,Credit Card,0
TXN034029,USER0093,537.77,2023-01-23 17:53:00,Pune,Windows,Electronics,Credit Card,0
TXN047660,USER0784,2049.66,2023-01-23 18:05:00,Delhi,iOS,Retail,UPI,0
TXN041708,USER0122,419.95,2023-01-23 18:08:00,Pune,Android,Electronics,Debit Card,0
TXN030595,USER0278,441.22,2023-01-23 18:25:00,Mumbai,Mac,Utilities,Credit Card,0
TXN010602,USER0690,1674.73,2023-01-23 18:25:00,Chennai,Mac,Travel,Credit Card,0
TXN037519,USER0724,1457.22,2023-01-23 18:38:00,Kolkata,Windows,Utilities,Net Banking,0
TXN025256,USER0732,500.3,2023-01-23 18:39:00,Ahmedabad,Mac,Travel,Debit Card,0
TXN042109,USER0229,555.26,2023-01-23 18:44:00,Pune,iOS,Electronics,Debit Card,0
TXN016383,USER0572,2238.74,2023-01-23 18:45:00,Mumbai,Android,Utilities,UPI,0
TXN034143,USER0432,144.19,2023-01-23 18:53:00,Chennai,Windows,Electronics,UPI,0
TXN035928,USER0031,741.77,2023-01-23 18:56:00,Bangalore,iOS,Food,Net Banking,0
TXN041789,USER0929,4729.18,2023-01-23 18:57:00,Chennai,Mac,Retail,Net Banking,0
TXN049578,USER0138,873.84,2023-01-23 19:14:00,Chennai,Android,Travel,Net Banking,0
TXN011876,USER0050,182.17,2023-01-23 19:20:00,Delhi,Android,Electronics,Credit Card,0
TXN048812,USER0435,3913.06,2023-01-23 20:00:00,Pune,iOS,Entertainment,Debit Card,0
TXN017440,USER0847,977.77,2023-01-23 20:00:00,Kolkata,iOS,Entertainment,Net Banking,0
TXN021430,USER0121,2439.26,2023-01-23 20:11:00,Mumbai,Android,Entertainment,Net Banking,0
TXN005965,USER0851,714.92,2023-01-23 20:12:00,Kolkata,Mac,Travel,UPI,0
TXN009804,USER0072,6412.28,2023-01-23 20:15:00,Hyderabad,Windows,Retail,Debit Card,0
TXN009263,USER0901,2124.64,2023-01-23 20:24:00,Mumbai,iOS,Utilities,Debit Card,0
TXN032457,USER0873,266.59,2023-01-23 20:25:00,Hyderabad,Windows,Utilities,UPI,0
TXN016408,USER0316,1484.36,2023-01-23 20:52:00,Hyderabad,Windows,Travel,Debit Card,0
TXN047875,USER0323,65.43,2023-01-23 21:53:00,Chennai,Mac,Food,Debit Card,0
TXN038098,USER0609,117.56,2023-01-23 22:00:00,Kolkata,iOS,Food,Debit Card,0
TXN005796,USER0759,346.27,2023-01-23 22:18:00,Pune,Windows,Entertainment,Debit Card,0
TXN046468,USER0674,672.66,2023-01-23 22:34:00,Ahmedabad,Windows,Entertainment,Net Banking,0
TXN036711,USER0567,76.31,2023-01-23 23:41:00,Ahmedabad,Windows,Travel,Debit Card,0
TXN044406,USER0211,1151.48,2023-01-24 01:06:00,Mumbai,iOS,Electronics,UPI,0
TXN016481,USER0942,13069.35,2023-01-24 02:31:00,Ahmedabad,Mac,Electronics,Debit Card,1
TXN018289,USER0973,11134.13,2023-01-24 03:52:00,Mumbai,Windows,Utilities,Debit Card,1
TXN043637,USER0782,233.29,2023-01-24 04:01:00,Pune,Mac,Electronics,Credit Card,0
TXN023161,USER0566,570.75,2023-01-24 05:18:00,Pune,Mac,Entertainment,Credit Card,0
TXN007192,USER0411,2013.09,2023-01-24 05:53:00,Ahmedabad,Mac,Retail,UPI,0
TXN005126,USER0044,7394.28,2023-01-24 05:57:00,Delhi,Mac,Travel,Net Banking,1
TXN029785,USER0590,536.12,2023-01-24 06:07:00,Hyderabad,Windows,Retail,Credit Card,0
TXN038167,USER0199,1391.16,2023-01-24 06:43:00,Ahmedabad,iOS,Retail,Net Banking,0
TXN034045,USER0895,3920.28,2023-01-24 07:02:00,Hyderabad,iOS,Retail,Credit Card,0
TXN010033,USER0630,2843.6,2023-01-24 07:10:00,Bangalore,Android,Entertainment,Net Banking,0
TXN009069,USER0028,863.94,2023-01-24 07:31:00,Bangalore,Windows,Retail,UPI,0
TXN015993,USER0875,1056.77,2023-01-24 07:51:00,Kolkata,iOS,Entertainment,Debit Card,0
TXN032464,USER0147,382.26,2023-01-24 08:05:00,Hyderabad,iOS,Electronics,Credit Card,0
TXN019079,USER0468,2710.34,2023-01-24 08:06:00,Ahmedabad,Windows,Retail,Debit Card,0
TXN011760,USER0204,1644.82,2023-01-24 08:11:00,Hyderabad,iOS,Retail,Net Banking,0
TXN032666,USER0282,18765.22,2023-01-24 08:20:00,Kolkata,Mac,Retail,Credit Card,1
TXN000618,USER0798,728.4,2023-01-24 08:34:00,Bangalore,iOS,Food,Credit Card,0
TXN048131,USER0275,450.95,2023-01-24 08:36:00,Mumbai,Windows,Utilities,Credit Card,0
TXN046395,USER0843,369.4,2023-01-24 08:37:00,Ahmedabad,Windows,Utilities,Net Banking,0
TXN009800,USER0965,574.91,2023-01-24 08:38:00,Bangalore,iOS,Entertainment,Net Banking,0
TXN043615,USER0070,607.8,2023-01-24 08:53:00,Bangalore,Windows,Electronics,Debit Card,0
TXN000520,USER0883,642.35,2023-01-24 08:59:00,Kolkata,Mac,Food,UPI,0
TXN047708,USER0060,3668.42,2023-01-24 09:22:00,Bangalore,Windows,Travel,Debit Card,0
TXN030229,USER0793,791.78,2023-01-24 09:33:00,Hyderabad,Windows,Retail,Net Banking,0
TXN040199,USER0296,266.17,2023-01-24 09:44:00,Hyderabad,Windows,Electronics,Debit Card,0
TXN049534,USER0383,118.38,2023-01-24 09:52:00,Mumbai,iOS,Utilities,Debit Card,0
TXN001171,USER0041,1688.92,2023-01-24 10:07:00,Ahmedabad,iOS,Travel,UPI,0
TXN024176,USER0174,1920.0,2023-01-24 10:14:00,Chennai,Windows,Electronics,Credit Card,0
TXN002392,USER0028,1497.03,2023-01-24 10:20:00,Bangalore,Windows,Travel,Debit Card,0
TXN027150,USER0913,986.42,2023-01-24 10:41:00,Delhi,Mac,Travel,Credit Card,0
TXN042793,USER0931,627.44,2023-01-24 10:45:00,Chennai,Windows,Food,Net Banking,0
TXN006278,USER0516,2102.11,2023-01-24 10:56:00,Mumbai,iOS,Travel,UPI,0
TXN040760,USER0073,1326.32,2023-01-24 10:58:00,Pune,Windows,Travel,Net Banking,0
TXN030823,USER0506,922.48,2023-01-24 11:01:00,Hyderabad,iOS,Entertainment,Debit Card,0
TXN049602,USER0937,335.72,2023-01-24 11:10:00,Pune,Windows,Entertainment,Debit Card,0
TXN009476,USER0385,313.58,2023-01-24 11:15:00,Chennai,Mac,Retail,Credit Card,0
TXN049253,USER0405,351.83,2023-01-24 11:36:00,Kolkata,Windows,Entertainment,Credit Card,0
TXN039548,USER0669,64.97,2023-01-24 11:51:00,Ahmedabad,Mac,Travel,UPI,0
TXN046789,USER0894,3346.25,2023-01-24 11:57:00,Bangalore,Android,Electronics,Net Banking,0
TXN042349,USER0555,2183.02,2023-01-24 12:02:00,Hyderabad,Android,Electronics,Net Banking,0
TXN002886,USER0002,1439.07,2023-01-24 12:03:00,Chennai,iOS,Travel,Credit Card,0
TXN037223,USER0929,5304.47,2023-01-24 12:03:00,Chennai,Mac,Retail,UPI,0
TXN034870,USER0806,875.27,2023-01-24 12:11:00,Hyderabad,Mac,Utilities,Debit Card,0
TXN024080,USER0112,431.11,2023-01-24 12:17:00,Chennai,iOS,Food,UPI,0
TXN021181,USER0053,291.28,2023-01-24 12:18:00,Delhi,Windows,Travel,UPI,0
TXN026205,USER0180,17041.67,2023-01-24 12:43:00,Kolkata,Windows,Electronics,UPI,0
TXN020029,USER0889,2316.04,2023-01-24 12:46:00,Chennai,Android,Electronics,UPI,0
TXN027356,USER0040,1130.5,2023-01-24 12:57:00,Ahmedabad,Mac,Electronics,Net Banking,0
TXN035330,USER0976,119.23,2023-01-24 12:58:00,Hyderabad,iOS,Retail,Debit Card,0
TXN038394,USER0275,276.9,2023-01-24 13:08:00,Mumbai,Windows,Electronics,Credit Card,0
TXN036626,USER0329,1676.9,2023-01-24 13:09:00,Mumbai,Android,Travel,Credit Card,0
TXN040903,USER0491,1027.21,2023-01-24 13:14:00,Delhi,Mac,Utilities,UPI,0
TXN027157,USER0658,1422.19,2023-01-24 13:15:00,Mumbai,Windows,Entertainment,Credit Card,0
TXN014395,USER0918,675.05,2023-01-24 13:17:00,Kolkata,iOS,Food,Credit Card,0
TXN018354,USER0073,921.84,2023-01-24 13:19:00,Pune,Windows,Electronics,Net Banking,0
TXN031551,USER0459,502.23,2023-01-24 13:32:00,Delhi,Android,Utilities,UPI,0
TXN005476,USER0965,744.55,2023-01-24 13:34:00,Bangalore,iOS,Travel,Debit Card,0
TXN013842,USER0354,670.02,2023-01-24 13:35:00,Bangalore,Windows,Travel,Credit Card,0
TXN024066,USER0674,518.48,2023-01-24 13:41:00,Ahmedabad,Windows,Electronics,Credit Card,0
TXN043299,USER0139,2229.12,2023-01-24 13:44:00,Delhi,iOS,Travel,Net Banking,0
TXN001749,USER0568,314.72,2023-01-24 13:52:00,Bangalore,Windows,Entertainment,UPI,0
TXN037121,USER0109,1744.17,2023-01-24 14:07:00,Ahmedabad,Windows,Retail,Debit Card,0
TXN028275,USER0147,387.35,2023-01-24 14:08:00,Kolkata,iOS,Entertainment,UPI,0
TXN038019,USER0302,432.92,2023-01-24 14:08:00,Hyderabad,Windows,Electronics,UPI,0
TXN006999,USER0147,299.56,2023-01-24 14:12:00,Kolkata,iOS,Electronics,Net Banking,0
TXN035157,USER0052,356.35,2023-01-24 14:35:00,Chennai,Android,Travel,Net Banking,0
TXN045427,USER0853,666.36,2023-01-24 14:36:00,Bangalore,Windows,Travel,Net Banking,0
TXN020066,USER0620,1870.97,2023-01-24 14:42:00,Chennai,Android,Entertainment,Credit Card,0
TXN024351,USER0368,953.73,2023-01-24 14:42:00,Ahmedabad,Android,Electronics,Net Banking,0
TXN031838,USER0872,338.79,2023-01-24 14:52:00,Kolkata,iOS,Food,UPI,0
TXN003091,USER0305,1269.68,2023-01-24 15:06:00,Kolkata,Mac,Travel,Debit Card,0
TXN005014,USER0134,1086.9,2023-01-24 15:16:00,Chennai,iOS,Entertainment,Credit Card,0
TXN001573,USER0428,3223.08,2023-01-24 15:18:00,Delhi,Mac,Retail,Credit Card,0
TXN022024,USER0882,147.94,2023-01-24 15:22:00,Hyderabad,Mac,Food,Credit Card,0
TXN008298,USER0139,3227.07,2023-01-24 15:25:00,Delhi,iOS,Utilities,UPI,0
TXN025673,USER0823,9852.31,2023-01-24 15:29:00,Hyderabad,iOS,Food,Net Banking,0
TXN034255,USER0074,4625.18,2023-01-24 15:30:00,Ahmedabad,Mac,Entertainment,Net Banking,0
TXN005246,USER0749,475.85,2023-01-24 15:37:00,Delhi,Android,Utilities,Net Banking,0
TXN032421,USER0946,203.06,2023-01-24 15:44:00,Kolkata,Android,Retail,Credit Card,0
TXN034003,USER0762,1602.08,2023-01-24 15:56:00,Bangalore,Mac,Utilities,Credit Card,0
TXN034996,USER0041,2104.06,2023-01-24 16:00:00,Ahmedabad,iOS,Travel,Net Banking,0
TXN048285,USER0029,489.01,2023-01-24 16:05:00,Kolkata,iOS,Food,Debit Card,0
TXN048151,USER0874,335.75,2023-01-24 16:26:00,Pune,Mac,Food,Credit Card,0
TXN024158,USER0332,391.38,2023-01-24 16:43:00,Delhi,iOS,Utilities,UPI,0
TXN005168,USER0125,2185.66,2023-01-24 16:57:00,Chennai,Mac,Electronics,Net Banking,0
TXN035731,USER0244,3490.44,2023-01-24 17:05:00,Pune,Windows,Entertainment,Debit Card,0
TXN048897,USER0817,1484.0,2023-01-24 17:15:00,Hyderabad,Mac,Retail,UPI,0
TXN038824,USER0128,356.09,2023-01-24 17:33:00,Delhi,Android,Travel,Debit Card,0
TXN046495,USER0145,1539.17,2023-01-24 17:39:00,Pune,Windows,Entertainment,UPI,0
TXN044315,USER0811,838.93,2023-01-24 17:40:00,Ahmedabad,iOS,Travel,Credit Card,0
TXN001521,USER0901,1672.16,2023-01-24 17:46:00,Mumbai,iOS,Entertainment,Credit Card,0
TXN046016,USER0551,1778.13,2023-01-24 17:49:00,Kolkata,Android,Travel,Debit Card,0
TXN031235,USER0948,521.21,2023-01-24 17:51:00,Hyderabad,Android,Retail,UPI,0
TXN024715,USER0471,1041.76,2023-01-24 17:58:00,Pune,iOS,Entertainment,UPI,0
TXN049338,USER0009,756.34,2023-01-24 18:21:00,Pune,iOS,Travel,UPI,0
TXN009505,USER0843,336.76,2023-01-24 18:33:00,Ahmedabad,Windows,Retail,Debit Card,0
TXN040200,USER0969,526.51,2023-01-24 18:45:00,Delhi,iOS,Travel,Credit Card,0
TXN000098,USER0283,5752.47,2023-01-24 18:48:00,Chennai,Mac,Entertainment,UPI,0
TXN040509,USER0233,1823.81,2023-01-24 18:52:00,Kolkata,Mac,Food,Credit Card,0
TXN038160,USER0819,869.07,2023-01-24 19:15:00,Ahmedabad,iOS,Entertainment,UPI,0
TXN011763,USER0154,9002.33,2023-01-24 19:18:00,Pune,iOS,Retail,Debit Card,1
TXN002168,USER0881,4279.94,2023-01-24 19:24:00,Chennai,Windows,Electronics,UPI,0
TXN017729,USER0119,4785.29,2023-01-24 19:26:00,Hyderabad,Mac,Retail,Debit Card,0
TXN049228,USER0310,1229.21,2023-01-24 19:38:00,Hyderabad,Windows,Electronics,Credit Card,0
TXN044922,USER0781,1493.16,2023-01-24 19:40:00,Delhi,Windows,Electronics,Credit Card,0
TXN019766,USER0930,1069.68,2023-01-24 19:41:00,Hyderabad,Mac,Electronics,UPI,0
TXN012790,USER0008,1872.78,2023-01-24 20:23:00,Mumbai,iOS,Entertainment,Credit Card,0
TXN014594,USER0656,1576.5,2023-01-24 20:31:00,Bangalore,Android,Entertainment,UPI,0
TXN018338,USER0302,682.11,2023-01-24 20:33:00,Hyderabad,Mac,Electronics,UPI,0
TXN043231,USER0944,818.49,2023-01-24 20:43:00,Hyderabad,Android,Food,UPI,0
TXN010695,USER0028,204.61,2023-01-24 20:44:00,Bangalore,Windows,Travel,Debit Card,0
